カテゴリーID,動画ID,製品タイトル,カテゴリー,コンテンツタイトル,コンテンツ概要
JRG-SET03-08,JR23230S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,土壌動物,"森の土を採取して、落ち葉の下や土の中にすむ土壌動物を調べます。小さな土壌動物は、ツルグレン装置を利用して採集し、双眼実体顕微鏡で観察します。土の中の食物連鎖についても説明します。（４分２７秒）"
JRG-SET03-08,JR23240S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,水中の食物連鎖,"海洋を例に、水中の食物連鎖について説明します。（１分８秒）"
JRG-SET03-08,JR23250S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,食物網,"森林を例に、生物どうしの関係は、網の目のように複雑につながっていることを説明します。（１分５秒）"
JRG-SET03-08,JR23260S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,個体数ピラミッド,"ある地域の生物の数量的な関係を図に表すと、ピラミッドの形になることを説明します。（５２秒）"
JRG-SET03-08,JR23270S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,自然界のつりあいの例,"自然界のつりあいについて、ニューファウンドランド島のカンジキウサギとヤマネコの個体数の変化を例に説明します。また、つりあいが崩れる原因も紹介します。（２分４秒）"
JRG-SET03-08,JR23280S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,土壌微生物・分解者,"デンプン入りの寒天に森の土と焼いた土をのせて放置し、数日後、ヨウ素液をかけて変化を調べます。実験の結果から、菌類、細菌類のはたらきを説明します。また、微生物を利用した下水処理のようすも紹介します。（３分４５秒）"
JRG-SET03-08,JR23290S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然界のつりあい,物質の循環,"有機物の炭素、無機物の酸素と二酸化炭素が、自然界の中で、どのように循環しているのか説明します。（２分４秒）"
JRG-SET03-09,JR23300S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,環境要因,"人間の営みを取り巻く環境が、どのような要素で成り立っているのかを解説します。（１分０７秒）"
JRG-SET03-09,JR23310S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,環境問題・生物濃縮,"人間が快適な生活を追求することによって引き起こした環境問題の一例として、生物濃縮の問題を取り上げ、生物の体内に化学物質が蓄積していく流れを解説します。（１分４４秒）"
JRG-SET03-09,JR23320S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,大気汚染,"化石燃料の大量消費や、自動車の排出ガス、工場からの排煙などにより、大気が汚染されていることを解説します。（１分０７秒）"
JRG-SET03-09,JR23330S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,水質汚染・海洋汚染,"工場排水や生活排水などによって河川の水質が汚染されると、動植物に深刻な被害を及ぼすことを解説します。（１分５１秒）"
JRG-SET03-09,JR23340S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,温室効果,"人間の活動によって二酸化炭素などの温室効果ガスが増加したことにより、地球温暖化が進んでいることを解説します。（１分１４秒）"
JRG-SET03-09,JR23350S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,オゾン層の破壊,"太陽からの有害な紫外線を吸収し、気温や天候を一定に保つはたらきをしているオゾン層が、フロンガスによって破壊されていることを解説します。（１分５０秒）"
JRG-SET03-09,JR23360S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,酸性雨,"人間の活動によって排出された硫黄酸化物や窒素酸化物が、酸性雨となって地上に降り、動植物などへ深刻な被害を与えていることを解説します。（１分０４秒）"
JRG-SET03-09,JR23370S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,森林破壊,"アマゾン川流域の熱帯雨林や東南アジアのマングローブ林などを例に、人間の活動によって森林破壊が進んでいることを紹介します。また、図やグラフを用いて世界の森林面積が減少し続けていることを説明します。（３分２２秒）"
JRG-SET03-09,JR23380S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,水質検査・水生動物,"身近な地域の水質を調べるために、透明度や酸性・アルカリ性を測定するといった方法があることを紹介します。また、川に生息する水生生物の種類を調べることによっても水質を判定できることを解説します。（２分３０秒）"
JRG-SET03-09,JR23390S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,大気の汚れ調査,"大気の汚れを調査する例として、粉じん観察器でチリやホコリの量を調べたり、松の葉の気孔の汚れを調べたりする方法を紹介します。（２分００秒）"
JRG-SET03-09,JR23400S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,浄化のしくみ,"川の水は、微生物などのはたらきによって浄化されていますが、人間の活動によって持ち込まれる物質や下水などが、川の浄化能力をこえていることを解説します。（２分０８秒）"
JRG-SET03-09,JR23410S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(生物)　自然環境の保全,外来種,"外来種は、さまざまな在来種に悪影響を与えて、自然界のつりあいを崩すことを紹介します。また、外来種がどのようにして他の地域に持ち込まれるのかを解説します。（３分０２秒）"
JRG-SET03-10,JR13420S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,通信技術の進歩,"開発当初の携帯電話と現在の携帯電話を比較します。（１分２６秒）"
JRG-SET03-10,JR13430S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,コンピュータの進歩,"コンピュータの歴史を紹介します。（１分１７秒）"
JRG-SET03-10,JR13440S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,交通手段の移り変わり,"交通手段がどのように移り変わってきたのかを紹介します。（１分）"
JRG-SET03-10,JR13450S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,気象観測技術の発展,"伊勢湾台風の被害のようすや、アメダス、気象レーダー、気象衛星などによる観測について紹介します。（２分１６秒）"
JRG-SET03-10,JR13460S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,新素材,"炭素繊維、形状記憶合金、光ファイバー、光触媒、吸水性ポリマー、ファインセラミックスを紹介します。（３分２９秒）"
JRG-SET03-10,JR13470S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,ディスプレイ,"ブラウン管、液晶、有機ＥＬなどのしくみを紹介します。（２分０７秒）"
JRG-SET03-10,JR13480S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,医薬品の進歩,"医薬品がどのように進歩していったのかを紹介します。（１分）"
JRG-SET03-10,JR13490S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,ｉＰＳ細胞,"ｉＰＳ細胞とは、どのような細胞なのかを紹介します。（１分３３秒）"
JRG-SET03-10,JR13500S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,品種改良とバイオテクノロジー,"品種改良の歴史や、バイオテクノロジーによるイネの品種改良のようすなどを紹介します。（１分１６秒）"
JRG-SET03-10,JR13510S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(物理)　科学技術の進歩,コジェネレーションシステム,"総合的なエネルギー効率を高めることができるコジェネレーションシステムについて解説します。（５６秒）"
JRG-SET03-11,JR23620S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(地学)　自然の恵みと災害,大雨の災害,"大雨の災害を引き起こす梅雨前線や台風について解説します。また、過去に大きな被害をもたらした台風や前線を調べ、その特徴をつかみます。（３分３６秒）"
JRG-SET03-11,JR23630S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(地学)　自然の恵みと災害,火山噴火の災害,"ポンペイの遺跡を紹介した後、伊豆大島、三宅島、雲仙普賢岳、霧島山の新燃岳で起こった火山噴火や災害のようすを紹介します。（３分５６秒）"
JRG-SET03-11,JR23640S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(地学)　自然の恵みと災害,地震の災害,"１９９３年に起こった北海道南西沖地震、１９９５年に起こった兵庫県南部地震、２０１１年に起こった東北地方太平洋沖地震の災害のようすを紹介します。（６分３１秒）"
JRG-SET03-11,JR23650S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(地学)　自然の恵みと災害,防災対策,"昔から水害に悩まされてきた岐阜県の海津市を訪ね、町で行っているさまざまな防災対策を紹介します。（３分３８秒）"
JRG-SET03-11,JR23660S,中学校　３年　理科　ショートコンテンツシリーズ　全１１タイトル,中学理科３年(地学)　自然の恵みと災害,自然の恩恵,"自然からのさまざまな恵みについて紹介します。また、日本各地の美しい国立公園のようすも紹介します。（４分１４秒）"
JSC-SET01-01,JSC0180S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,西ヨーロッパの都市の暮らし　オランダ(長編）,オランダのアムステルダムで暮らすシフリ家を訪ねて、日常生活の様子や伝統的な行事などを紹介します。(16分29秒)
JSC-SET01-01,JSC0190S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,低地の国オランダ,チューリップ畑や風車、大堤防などオランダの代表的な風景を紹介します。(1分43秒)
JSC-SET01-01,JSC0200S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,首都アムステルダム,オランダの首都アムステルダムの様子を、地図や運河が多い町の風景、交通などを交えて紹介します。(3分13秒)
JSC-SET01-01,JSC0210S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,サニーの家を訪ねる,アムステルダムに暮らす17才のサニーの家を訪ね、家や家族を紹介します。(1分25秒)
JSC-SET01-01,JSC0220S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,サニーの１日＜朝＞,朝の様子を紹介します。朝食はいつもサンドイッチです。サンドイッチに挟むにチーズは、オランダの食卓に欠かせないものです。(34秒)
JSC-SET01-01,JSC0230S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,サニーの１日＜学校＞,サニーの学校生活の様子を紹介します。学校へは自分が選択した授業の時間に合わせて登校します。(1分51秒)
JSC-SET01-01,JSC0240S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,サニーの１日＜放課後＞,サニーの放課後の様子を紹介します。部屋で勉強をしたり、父親と買い物に出掛けたりします。(2分42秒)
JSC-SET01-01,JSC0250S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,サニーの１日＜夜＞,サニーの夜の様子を紹介します。毎日、家族そろって夕食を食べます。夕食後は、自分の部屋で過ごします。(1分45秒)
JSC-SET01-01,JSC0260S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,両親の仕事,サニーの両親の仕事を紹介します。父親と母親でタレントのスケジュールを管理するプロダクションを経営しています。(23秒)
JSC-SET01-01,JSC0270S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,西ヨーロッパの都市の暮らし　オランダ,夏と冬の違い,季節によって変化する町並みや冬の行事の様子を紹介します。(2分45秒)
JSC-SET01-02,JSC0440S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,南太平洋の島国の暮らし　フィジー(長編）,フィジー共和国のヤブサニア村で暮らすブキ家を訪ねて、日常生活の様子や伝統的な儀式などを紹介します。(17分19秒)
JSC-SET01-02,JSC0450S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,南太平洋の島国フィジー,さんご礁の海に囲まれた島々、海岸線の熱帯植物など、フィジーの代表的な風景を紹介します。(1分1秒)
JSC-SET01-02,JSC0460S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,首都スバのようす,フィジーの首都スバの様子を、地図や町の風景、市場の様子などを交えて紹介します。(1分38秒)
JSC-SET01-02,JSC0470S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,さとうきびの栽培,さとうきびの栽培の様子を紹介します。さとうきびの生産は、フィジーの代表的な産業の一つです。(1分25秒)
JSC-SET01-02,JSC0480S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,ブキ家を訪ねる,ヤブサニア村に暮らすブキ家を訪ねます。部外者が村に入る時に行われるカバの儀式を紹介します。(1分56秒)
JSC-SET01-02,JSC0490S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,ブキ家の１日＜朝＞,ブキ家の朝の様子を紹介します。朝7時に家族そろって朝食をとり、子供達はスクールバスで学校に向かいます。(2分35秒)
JSC-SET01-02,JSC0500S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,ブキ家の１日＜学校＞,フィジーの小学校の様子を紹介します。小学校は7才から14才の8年生で、授業は公用語である英語で進められます。(2分21秒)
JSC-SET01-02,JSC0510S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,ブキ家の１日＜放課後＞,子供達の放課後の様子を紹介します。椰子の木に登ったり、海や川で泳いだりして、自然とたわむれます。(1分48秒)
JSC-SET01-02,JSC0520S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,ブキ家の１日＜夜＞,ブキ家の夜の様子を紹介します。夕食の献立は、主食の芋を中心に貝や野菜などが並びます。(35秒)
JSC-SET01-02,JSC0530S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,両親の仕事,ブキ家の両親の仕事を紹介します。父はさとうきび産業、母は観光業にたずさわっています。(2分34秒)
JSC-SET01-02,JSC0540S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,南太平洋の島国の暮らし　フィジー,休日の過ごし方,ブキ家の休日の過ごし方を紹介します。日曜礼拝に出掛けたり、村の広場で昼食を食べたりします。(2分9秒)
JSC-SET01-03,JSC0710S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,アンデスのインディオの暮らし　ペルー(長編）,アンデス地方の標高3750メートルにあるインディオの村を訪ねて、そこで暮らす中学2年生のジャネットさんの生活の様子や、高地で暮らすの工夫などを紹介します。(14分43秒)
JSC-SET01-03,JSC0720S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,高地のアンデス,アンデス山脈やチチカカ湖、マチュピチュ遺跡など、アンデス地方の代表的な風景を紹介します。(1分41秒)
JSC-SET01-03,JSC0730S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,インカ帝国の都クスコ,アンデス地方を代表する都市クスコの様子を紹介します。また、アンデス原産の作物や農業の特徴を紹介します。(2分7秒)
JSC-SET01-03,JSC0740S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,マルカコンガ村を訪ねる,インディオの人々が暮らす、標高3750メートルにあるマルカコンガ村を訪ねます。人々の様子や村の産業などを紹介します。(1分48秒)
JSC-SET01-03,JSC0750S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,ジャネットの家を訪ねる,マルカコンガ村に暮らす中学2年生のジャネットの家を訪ね、家や家族の様子を紹介します。(1分19秒)
JSC-SET01-03,JSC0760S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,ジャネットの１日＜朝＞,ジャネットの朝の様子を紹介します。朝6時から朝食の準備を始め、体育祭の早朝練習に行ったあと、朝食をとります。(1分53秒)
JSC-SET01-03,JSC0770S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,ジャネットの１日＜学校＞,ジャネットの学校生活の様子を紹介します。朝礼や農業の授業、青空教室などがあります。(2分15秒)
JSC-SET01-03,JSC0780S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,ジャネットの１日＜放課後＞,ジャネットの放課後の様子を紹介します。部屋で勉強したり、放牧に出した家畜を家に連れて帰ってきたりします。(1分41秒)
JSC-SET01-03,JSC0790S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,アンデスのインディオの暮らし　ペルー,ジャネットの１日＜夜＞,ジャネットの夜の様子を紹介します。お母さんと一緒に夕食の準備を手伝い、家族そろって夕食を食べます。(1分50秒)
JSC-SET01-04,JSC0960S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,北極圏の暮らし　フィンランド(長編）,北極圏への入り口の町・ロバニエミに暮らす中学校2年生のカティアさんの家を訪ねて、サマーハウスで過ごす夏の様子や、厳しい冬の生活の工夫などを紹介します。(18分39秒)
JSC-SET01-04,JSC0970S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,北極圏のラップランド地方,雪と氷に覆われた大地やトナカイなど、北極圏のラップランド地方の代表的な風景を紹介します。(1分17秒)
JSC-SET01-04,JSC0980S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,ロバニエミの町・・・夏,ロバニエミは、北極圏の入り口に位置する町です。町の8月の様子を紹介します。(1分8秒)
JSC-SET01-04,JSC0990S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,カティアの家を訪ねる・・・夏,ロバニエミに暮らす中学校2年生のカティアの家を訪ね、家や家族の様子を紹介します。夏の間は、緑豊かな郊外のサマーハウスに住んでいます。(2分14秒)
JSC-SET01-04,JSC1000S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,ロバニエミの町・・・冬,真冬のロバニエミの様子を紹介します。湖や川は凍り、町は雪と氷に覆われます。(1分51秒)
JSC-SET01-04,JSC1010S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,カティアの家の工夫,セントラルヒーティングや3重窓など、冬の寒さに耐えるための家の工夫を紹介します。(1分31秒)
JSC-SET01-04,JSC1020S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,カティアの冬の１日＜朝＞,カティアの朝の様子を紹介します。朝食を食べた後、自転車で学校へ行きます。(2分3秒)
JSC-SET01-04,JSC1030S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,カティアの冬の１日＜学校＞,カティアの学校生活の様子を紹介します。英語や国語、外でアイスホッケーの授業などがあります。(5分56秒)
JSC-SET01-04,JSC1040S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,カティアの冬の１日＜放課後＞,カティアの放課後の様子を紹介します。テレビを見たりインターネットをしたりして過ごします。町のミュージカルのクラブにも通っています。(53秒)
JSC-SET01-04,JSC1050S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,北極圏の暮らし　フィンランド,カティアの冬の１日＜夜＞,カティアの夜の様子を紹介します。お父さんが、ラップランド地方特有のトナカイの肉料理を作ります。夕食は、家族そろって食べます。(1分32秒)
JSC-SET01-05,JSC1210S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,熱帯のイスラム教国の暮らし　マレーシア(長編）,マレーシアのシャアラムに暮らす中学3年生のジャマル君の家を訪ねて、1日の生活の様子や、イスラム教を信仰する人々の生活習慣などを紹介します。(17分51秒)
JSC-SET01-05,JSC1220S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,熱帯の国マレーシア,熱帯特有の風景や国民の3分の2がイスラム教徒であることを紹介します。(53秒)
JSC-SET01-05,JSC1230S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,首都クアラルンプール,マレーシアの首都・クアラルンプールの様子や、様々な民族が暮らす複合国家であることを紹介します。(1分5秒)
JSC-SET01-05,JSC1240S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,ジャマルの家を訪ねる,シャアラムに暮らす中学3年生のジャマルの家を訪ね、家族や家の造りを紹介します。(2分22秒)
JSC-SET01-05,JSC1250S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,ジャマルの１日＜朝＞,ジャマルの朝の様子を紹介します。イスラム教徒の朝は、礼拝から始まります。(1分18秒)
JSC-SET01-05,JSC1260S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,ジャマルの１日＜学校＞,ジャマルの学校生活の様子を紹介します。マレーシアの公立の学校は、授業料などの教育費が無料です。科目の中にイスラム教の授業があります。(4分46秒)
JSC-SET01-05,JSC1270S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,ジャマルの１日＜放課後＞,ジャマルの放課後の様子を紹介します。母親にコーランの読み方を習ったり、コンピュータゲームをしたりして過ごします。(2分7秒)
JSC-SET01-05,JSC1280S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,ジャマルの１日＜夜＞,ジャマルの夜の様子を紹介します。お父さんが帰宅してから家族全員でお祈りをします。その後、夕食を食べます。(2分23秒)
JSC-SET01-05,JSC1290S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,両親の仕事,母親が市場で買い物をする様子や父親が勤めている自動車会社を紹介します。(1分8秒)
JSC-SET01-05,JSC1300S,中学校　１・２年　総合　国際理解シリーズ　全５タイトル,熱帯のイスラム教国の暮らし　マレーシア,モスクでの礼拝,イスラム教の祝日に、多くの人がモスクに集り、礼拝をしている様子を紹介します。(1分28秒)
EAN-02,EAN0200S,小学校　１〜６年　道徳　「生命と自然」シリーズ　全３タイトル,小学生の誘拐防止　ユミちゃん　あぶないよ！,ユミちゃん　あぶないよ！,おつかいの途中で、不審な人に声をかけられ、無理矢理車に乗せられそうになったゆみちゃん。大声を出して人を呼び、人々の協力で誘拐から身を守りました。巧みな誘いの言葉がけの例と、防衛策の１例。
EAN-02,EAN0210S,小学校　１〜６年　道徳　「生命と自然」シリーズ　全３タイトル,小学生の誘拐防止　ユミちゃん　あぶないよ！,リックとサムのおさらいコーナー,不審者が使う手口の紹介と、遭遇した場合の対処の方法のまとめです。
ENR-01,ENR0100S,　社会　人物　日本の歴史,人物　日本の歴史－聖徳太子,全編をみる,全編を再生します。（15分36秒）
ENR-01,ENR0110S,　社会　人物　日本の歴史,人物　日本の歴史－聖徳太子,太子と天皇中心の政治,冠位十二階、十七条憲法など、聖徳太子が目指した天皇中心の国づくりの様子を描きます。（5分54秒）
ENR-01,ENR0120S,　社会　人物　日本の歴史,人物　日本の歴史－聖徳太子,遣隋使と仏教中心の文化,遣隋使と芸術や技術など大陸からもたらされた文化を紹介します。（5分20秒）
ENR-01,ENR0130S,　社会　人物　日本の歴史,人物　日本の歴史－聖徳太子,法隆寺,仏教を中心にした文化の拠点となった法隆寺について紹介していきます。（4分20秒）
ENR-02,ENR0200S,　社会　人物　日本の歴史,人物　日本の歴史－中臣鎌足と中大兄皇子,全編をみる,全編を再生します。（13分53秒）
ENR-02,ENR0210S,　社会　人物　日本の歴史,人物　日本の歴史－中臣鎌足と中大兄皇子,蘇我氏の台頭,蘇我馬子の墓といわれる石舞台古墳や蘇我氏が住んだ甘橿の丘などを見ながら、天皇をしのぐほどの力をもった蘇我氏の台頭を解説します。（3分24秒）
ENR-02,ENR0220S,　社会　人物　日本の歴史,人物　日本の歴史－中臣鎌足と中大兄皇子,大化の改新,中臣鎌足と中大兄皇子による蘇我入鹿打倒を、二人の飛鳥寺での出会いから談山神社での秘密の相談、飛鳥板蓋宮での決行までを劇的に描き、天皇中心の新しい政治を進めた大化の改新を見ていきます。（10分29秒）
ENR-03,ENR0300S,　社会　人物　日本の歴史,人物　日本の歴史－鑑真,全編をみる,全編を再生します。（13分59秒）
ENR-03,ENR0310S,　社会　人物　日本の歴史,人物　日本の歴史－鑑真,鑑真の決意,聖武天皇から唐の高僧を日本へ招くことを命ぜられた栄叡と普照は、唐へ渡り、揚州の大明寺にいる鑑真に来日を願い出ます。律宗を日本へ伝えるために海を渡る決心をする鑑真を描きます。（6分16秒）
ENR-03,ENR0320S,　社会　人物　日本の歴史,人物　日本の歴史－鑑真,日本への渡航,鑑真は、栄叡の死や自身の失明などの苦難を乗り越え、6回目の渡航で遂に鹿児島県の坊津に到着、来日を果たします。東大寺から手厚く迎えられ、唐招提寺を建立、僧の育成や文化の普及に力を尽くしました。苦難の航海を中心に鑑真の足跡を描きます。（7分43秒）
ENR-04,ENR0400S,　社会　人物　日本の歴史,人物　日本の歴史－聖武天皇,全編をみる,全編を再生します。（16分11秒）
ENR-04,ENR0410S,　社会　人物　日本の歴史,人物　日本の歴史－聖武天皇,平城京,平城京と都造りの様子を紹介します。（5分52秒）
ENR-04,ENR0420S,　社会　人物　日本の歴史,人物　日本の歴史－聖武天皇,国分寺と東大寺,仏教により国を治めるために全国に建立した国分寺と東大寺を紹介します。（3分20秒）
ENR-04,ENR0430S,　社会　人物　日本の歴史,人物　日本の歴史－聖武天皇,大仏づくりの様子,国をあげての大事業となった大仏づくりを描きます。（6分58秒）
ENR-05,ENR0500S,　社会　人物　日本の歴史,人物　日本の歴史－藤原道長,全編をみる,全編を再生します。（14分50秒）
ENR-05,ENR0510S,　社会　人物　日本の歴史,人物　日本の歴史－藤原道長,この世をばわが世とぞ思ふ・・・,藤原道長の詠んだ唄から、道長の人となりを見ていきます。（7分7秒）
ENR-05,ENR0520S,　社会　人物　日本の歴史,人物　日本の歴史－藤原道長,貴族の政治,平安京と道長が行った摂関政治など貴族の政治と藤原氏の栄華を見ていきます。（2分1秒）
ENR-05,ENR0530S,　社会　人物　日本の歴史,人物　日本の歴史－藤原道長,貴族のくらし,寝殿造りや十二単、束帯、食事など平安貴族のくらしを見ていきます。（5分41秒）
ENR-06,ENR0600S,　社会　人物　日本の歴史,人物　日本の歴史－紫式部,全編をみる,全編を再生します。（15分7秒）
ENR-06,ENR0610S,　社会　人物　日本の歴史,人物　日本の歴史－紫式部,平安貴族のくらし,平安京や平安貴族のくらしぶりを服装や絵などが日本風に変わっていた様子などを交えて見ていきます。（6分14秒）
ENR-06,ENR0620S,　社会　人物　日本の歴史,人物　日本の歴史－紫式部,かな文字の発明,かな文字の発明の背景と女性による文学の誕生を紹介します。（3分00秒）
ENR-06,ENR0630S,　社会　人物　日本の歴史,人物　日本の歴史－紫式部,紫式部と源氏物語,紫式部とかな文字を使って書かれた源氏物語の概要を中心に紹介し、清少納言についても触れます。（5分51秒）
